projname,landmark,projcode,statecode,distcode,blkcode,projtype,isgeotagged,loc_geom,last_updated_by_x,last_updated_on_x,id_x,projstatus_x,oldprojcode,proj_seq,cb_type,ru_type,ot_type,recent_sts_id,Unnamed: 19,Unnamed: 20,id_y,photo1,loc_geom1,photo1_time,photo2,loc_geom2,photo2_time,projstatus_y,surveyor_cmnt,obs_date,obs_by,approved,approver_cmnt,approved_by,approved_on,last_updated_by_y,last_updated_on_y,longitude1,latitude1,longitude2,latitude2,accuracy1,accuracy2,surveyor_name,approver_name,ai_review,ai_reasoning,ai_status,time_check
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4342,../photos/KA5340007_1622799438_p1.jpeg,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,2021-06-04 15:06:52,../photos/KA5340007_1622799438_p2.jpeg,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,2021-06-04 15:07:03,0,Empty land,2021-06-04 15:07:17,skadakshikan,True,100 Percent of work completed,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:54:34.816937,75.2057651,12.7787384,75.2057651,12.7787384,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4343,../photos/KA5340007_1622799939_p1.jpeg,0101000020E6100000912683482BCD5240BA4FE9BBB68E2940,2021-06-04 15:15:00,../photos/KA5340007_1622799939_p2.jpeg,0101000020E6100000912683482BCD5240BA4FE9BBB68E2940,2021-06-04 15:15:24,5,Earth work and Footing,2021-06-04 15:15:39,skadakshikan,True,100 Percent of work completed,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:54:59.294726,75.2057668,12.7787379,75.2057668,12.7787379,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4362,../photos/KA5340007_1622811491_p1.jpeg,0101000020E61000001FE16A532BCD5240FC3E77DDB68E2940,2021-06-04 18:27:38,../photos/KA5340007_1622811491_p2.jpeg,0101000020E61000001FE16A532BCD5240FC3E77DDB68E2940,2021-06-04 18:28:01,100,Final handing over,2021-06-04 18:28:10,skadakshikan,True,100 Percent of work completed,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:56:49.035869,75.2057694,12.7787389,75.2057694,12.7787389,20.0,20.0,,AMARNATHA JAIN H P,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4344,../photos/KA5340007_1622800054_p1.jpeg,0101000020E6100000A24C593C2BCD5240FC3E77DDB68E2940,2021-06-04 15:17:01,../photos/KA5340007_1622800054_p2.jpeg,0101000020E6100000A24C593C2BCD5240FC3E77DDB68E2940,2021-06-04 15:17:17,10,Plinth beam and Filling,2021-06-04 15:17:33,skadakshikan,True,COMPLETED,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:57:43.991418,75.2057639,12.7787389,75.2057639,12.7787389,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4357,../photos/KA5340007_1622811082_p1.jpeg,0101000020E610000049490F432BCD5240B44AFAC5B68E2940,2021-06-04 18:20:56,../photos/KA5340007_1622811082_p2.jpeg,0101000020E610000049490F432BCD5240B44AFAC5B68E2940,2021-06-04 18:21:14,5,Foundation work,2021-06-04 18:21:21,skadakshikan,True,COMPLETED,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:59:27.968823,75.2057655,12.7787382,75.2057655,12.7787382,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
"CONSTRUCTION OF BAR ASSOCIATION BUILDING AT ANEMAJALU OF BANNUR VILLAGE IN PUTTUR TALUK, DK DISTRICT",ANEMAJALU BANNUR PUTTUR,KA5340007,KA,534,,CMP,True,0101000020E61000001FCA61412BCD52405B47B0CCB68E2940,skadakshikan,2021-06-04 18:28:11.431167,2022,100,,7,False,False,True,4362,,,4360,../photos/KA5340007_1622811323_p1.jpeg,0101000020E61000001FE16A532BCD52405542C1D6B68E2940,2021-06-04 18:24:34,../photos/KA5340007_1622811323_p2.jpeg,0101000020E61000001FE16A532BCD52405542C1D6B68E2940,2021-06-04 18:25:18,40,Roof,2021-06-04 18:25:22,skadakshikan,True,COMPLETED,kadakshikan,2023-11-23 00:00:00,kadakshikan,2023-11-23 14:59:53.908459,75.2057694,12.7787387,75.2057694,12.7787387,20.0,20.0,,AMARNATH JAIN H P,,NaN,,NaN
"Const. of Residential Qtrs. for Additional SCJ cum, ACJM No-03 Alwar Type-II (RSRDC)",Alwar,RJ870013,RJ,87,,UC,True,0101000020E6100000ED82C13577275340FE3E88090F8F3B40,srjalwar,2024-04-04 16:59:06.734535,2574,70,,13,False,True,False,7696,,,7696,../photos/RJ870013_1712230146_p1.jpeg,0101000020E6100000C22E2F6585275340C804A161D68E3B40,2024-04-04 16:58:04,../photos/RJ870013_1712230146_p2.jpeg,0101000020E610000034F0486183275340AB0BD352D48E3B40,2024-04-04 16:58:54,70,Finishing work in progress,2024-04-04 16:59:01,srjalwar,False,,,,srjalwar,2024-04-04 16:59:06.734535,76.6175168,27.5579587,76.6173938,27.5579273,71.85,28.99,,,,NaN,,NaN
ONE C TYPE ONE D TYPE AND TWO E TYPE RESIDENTIAL BUILDING AT UMARIA DISTRICT  UMARIA MP,,RUmpUMA289,MP,436,,CMP,True,0101000020E61000001503249A403554402E7AC09F8E8A3740,smpumaria,2022-05-25 18:12:31.608876,245,100,RUmpUMA289,3,False,True,False,5199,,,4534,../photos/RUmpUMA289_1623757213_p1.jpeg,0101000020E61000004AEB6F0940355440C0B56EDE938A3740,2021-06-15 17:05:21,../photos/RUmpUMA289_1623757213_p2.jpeg,0101000020E61000002D060FD33E35544016FDFC529A8A3740,2021-06-15 17:09:38,100,Work completed,2021-06-15 17:09:46,smpumaria,True,Work completed,mpumaria,2021-06-15 00:00:00,mpumaria,2021-06-15 17:37:57.919814,80.8320335,23.5413188,80.8319595,23.5414173,4.16,7.68,,,,NaN,,NaN
ONE C TYPE ONE D TYPE AND TWO E TYPE RESIDENTIAL BUILDING AT UMARIA DISTRICT  UMARIA MP,,RUmpUMA289,MP,436,,CMP,True,0101000020E61000001503249A403554402E7AC09F8E8A3740,smpumaria,2022-05-25 18:12:31.608876,245,100,RUmpUMA289,3,False,True,False,5199,,,5199,../photos/RUmpUMA289_1653482551_p1.jpeg,0101000020E61000005001309E413554402EC901BB9A8A3740,2022-05-25 18:10:24,../photos/RUmpUMA289_1653482551_p2.jpeg,0101000020E6100000A35E4B2341355440C18D942D928A3740,2022-05-25 18:10:52,100,Building handover for judicial department,2022-05-25 18:11:45,smpumaria,True,COMPLETED,mpumaria,2022-12-15 00:00:00,mpumaria,2022-12-15 12:55:52.973658,80.83213,23.5414235,80.8321007,23.541293,2.68,4.29,,APD REWA,,NaN,,NaN
ONE C TYPE ONE D TYPE AND TWO E TYPE RESIDENTIAL BUILDING AT UMARIA DISTRICT  UMARIA MP,,RUmpUMA289,MP,436,,CMP,True,0101000020E61000001503249A403554402E7AC09F8E8A3740,smpumaria,2022-05-25 18:12:31.608876,245,100,RUmpUMA289,3,False,True,False,5199,,,4911,../photos/RUmpUMA289_1632310475_p1.jpeg,0101000020E6100000EF4EE3834335544057D11F9A798A3740,2021-09-22 17:01:09,../photos/RUmpUMA289_1632310476_p2.jpeg,0101000020E6100000CDAFE600413554407C9F05FC758A3740,2021-09-22 17:01:45,90,Estimated samited jablpur high court,2021-09-22 17:04:30,smpumaria,True,YES,mpumaria,2023-12-15 00:00:00,mpumaria,2023-12-15 11:24:14.414998,80.8322458,23.540918,80.8320925,23.5408628,1.88,2.04,,J S BAGHEL,,NaN,,NaN
Construction of residential quarter for CJ and JM Bhinder (TYPE II),Bhinder,RJ1170011,RJ,117,Bhinder,CMP,True,0101000020E610000067B8019F9F8B5240B5A107E34C863840,srjudaipu,2022-01-30 17:08:04.095513,2000,100,,11,False,True,False,5098,,,2855,../photos/RJ1170011_1597137731_p1.jpeg,0101000020E610000067B8019F9F8B5240B5A107E34C863840,2020-08-11 14:46:33,../photos/RJ1170011_1597137731_p2.jpeg,0101000020E610000067B8019F9F8B5240B5A107E34C863840,2020-08-11 14:47:03,40,Plastering work in progress,2020-08-11 14:47:31,srjudaipu,False,,,,srjudaipu,2020-08-11 14:52:11.389666,74.1816175,24.5246107,74.1816175,24.5246107,26.4,26.4,,,,NaN,,NaN
10courtroom,,CHupSHR652,UP,181,,CMP,True,0101000020E6100000AF939FF9C17A5440659016C2C5B33B40,supshrawa,2022-07-21 13:45:59.003471,298,100,CHupSHR652,1,True,False,False,5384,,,2006,../photos/CHupSHR652_1590228394_p1.jpeg,0101000020E6100000F1C4628AA87A54409B5203722EB43B40,2020-05-23 15:19:18,../photos/CHupSHR652_1590228394_p2.jpeg,0101000020E6100000683403A69D7A5440C7BB2363B5B33B40,2020-05-23 15:19:30,90,Final finishing is in progress,2020-05-23 15:20:51,supshrawa,False,,,,supshrawa,2020-05-23 15:36:34.694394,81.9165369,27.7038337,81.9158721,27.7019865,30.33,25.95,,,,NaN,,NaN
10courtroom,,CHupSHR652,UP,181,,CMP,True,0101000020E6100000AF939FF9C17A5440659016C2C5B33B40,supshrawa,2022-07-21 13:45:59.003471,298,100,CHupSHR652,1,True,False,False,5384,,,2536,../photos/CHupSHR652_1594019013_p1.jpeg,0101000020E61000007912C770AB7A54405068FE3D1DB43B40,2020-07-06 12:31:36,../photos/CHupSHR652_1594019013_p2.jpeg,0101000020E61000007912C770AB7A54405068FE3D1DB43B40,2020-07-06 12:33:12,90,Final finishing is in progress,2020-07-06 12:33:24,supshrawa,False,,,,supshrawa,2020-07-06 12:33:33.239229,81.9167139,27.7035712,81.9167139,27.7035712,26.68,26.68,,,,NaN,,NaN
10courtroom,,CHupSHR652,UP,181,,CMP,True,0101000020E6100000AF939FF9C17A5440659016C2C5B33B40,supshrawa,2022-07-21 13:45:59.003471,298,100,CHupSHR652,1,True,False,False,5384,,,2577,../photos/CHupSHR652_1594121184_p1.jpeg,0101000020E6100000997C58149B7A5440959636C1DCB33B40,2020-07-07 16:05:15,../photos/CHupSHR652_1594121184_p2.jpeg,0101000020E61000006166440EB67A5440157A5803EFB33B40,2020-07-07 16:07:01,90,Final finishing is in progress,2020-07-07 16:07:12,supshrawa,False,,,,supshrawa,2020-07-07 16:56:24.22026,81.9157153,27.7025872,81.9173618,27.7028658,117.46,10.5,,,,NaN,,NaN
10courtroom,,CHupSHR652,UP,181,,CMP,True,0101000020E6100000AF939FF9C17A5440659016C2C5B33B40,supshrawa,2022-07-21 13:45:59.003471,298,100,CHupSHR652,1,True,False,False,5384,,,2578,../photos/CHupSHR652_1594121186_p1.jpeg,0101000020E6100000997C58149B7A5440959636C1DCB33B40,2020-07-07 16:05:15,../photos/CHupSHR652_1594121186_p2.jpeg,0101000020E61000006166440EB67A5440157A5803EFB33B40,2020-07-07 16:07:01,90,Final finishing is in progress,2020-07-07 16:07:12,supshrawa,False,,,,supshrawa,2020-07-07 16:56:26.390436,81.9157153,27.7025872,81.9173618,27.7028658,117.46,10.5,,,,NaN,,NaN
Type 05 Residence 1Nos Devband,Teachers Colony Devband,UP1770002,UP,177,,UC,True,0101000020E61000005E0EBBEF986B5340C003A84EACAE3D40,supsahara,2022-07-23 14:05:18.551325,2647,70,,2,False,True,False,5427,,,5427,../photos/UP1770002_1658565318_p1.jpeg,0101000020E61000005E0EBBEF986B5340C003A84EACAE3D40,2022-07-23 14:05:05,../photos/UP1770002_1658565318_p2.jpeg,0101000020E61000005E0EBBEF986B5340C003A84EACAE3D40,2022-07-23 14:05:13,70,Flooring work to be start,2022-07-23 14:05:16,supsahara,False,,,,supsahara,2022-07-23 14:05:18.551325,77.6812095,29.6823167,77.6812095,29.6823167,28.0,28.0,,,,NaN,,NaN
Construction of New Court Building Basement Stilt to 10th Floor in Premises of Thane District Court,,CHmhTHA473,MH,497,,UC,True,0101000020E6100000AE39F6A2AC3E5240807CAE5BA9323340,smhthane,2023-12-01 15:41:27.821496,266,40,CHmhTHA473,2,True,False,False,6707,,,6707,../photos/CHmhTHA473_1701425487_p1.jpeg,0101000020E6100000AE39F6A2AC3E5240807CAE5BA9323340,2023-12-01 15:25:32,../photos/CHmhTHA473_1701425487_p2.jpeg,0101000020E6100000D856FD5B933E524092B1DAFCBF323340,2023-12-01 15:32:48,40,Rcc work basement-stilt to 6th floor complete Masonary work upto 5 th floor complete flooring of 1st and 2nd floor complete,2023-12-01 15:41:14,smhthane,False,,,,smhthane,2023-12-01 15:41:27.821496,72.9792869,19.1978967,72.9777441,19.198242,20.0,50.15,,,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,4826,../photos/MP4170006_1631777869_p1.jpeg,0101000020E61000007D303A6A1658534039454772F93D3A40,2021-09-16 13:07:23,../photos/MP4170006_1631777869_p2.jpeg,0101000020E6100000183A1B9716585340B6C24F77F93D3A40,2021-09-16 13:07:39,70,Finishings in service block and flooring in main building,2021-09-16 13:07:44,smpmorena,True,YES,mpmorena,2023-12-14 00:00:00,mpmorena,2023-12-14 18:55:16.457445,77.3763681,26.2420875,77.3763788,26.2420878,3.31,3.33,,V K ARAKH,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,2532,../photos/MP4170006_1594008323_p1.jpeg,0101000020E6100000447529641D58534061360186E53D3A40,2020-07-06 09:34:54,../photos/MP4170006_1594008323_p2.jpeg,0101000020E6100000447529641D58534061360186E53D3A40,2020-07-06 09:35:12,5,Renfor email for foundation is under progress,2020-07-06 09:35:21,smpmorena,True,ok,mpmorena,2023-03-14 00:00:00,mpmorena,2023-03-14 15:35:11.197158,77.3767939,26.2417835,77.3767939,26.2417835,12.07,12.07,,vk aarakh,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,4200,../photos/MP4170006_1621407113_p1.jpeg,0101000020E6100000E03F27CE1B585340B7692222EB3D3A40,2021-05-19 12:20:59,../photos/MP4170006_1621407113_p2.jpeg,0101000020E61000007CDC12141A585340B77D8FFAEB3D3A40,2021-05-19 12:21:26,40,Masonry is under progress  in B block and flooring in A block,2021-05-19 12:21:49,smpmorena,True,ok,mpmorena,2023-03-14 00:00:00,mpmorena,2023-03-14 15:35:23.490339,77.3766971,26.2418691,77.3765917,26.241882,10.82,3.22,,vk aarakh,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,4426,../photos/MP4170006_1623304022_p1.jpeg,0101000020E61000005C3E92921E5853406E742909E43D3A40,2021-06-10 11:13:37,../photos/MP4170006_1623304022_p2.jpeg,0101000020E610000021297D7C1D585340859C52B9E43D3A40,2021-06-10 11:13:57,40,Flooring is in progress at block A and also started in block B,2021-06-10 11:14:09,smpmorena,True,YES,mpmorena,2023-12-14 00:00:00,mpmorena,2023-12-14 18:55:25.142216,77.376866,26.2417608,77.3767997,26.2417713,3.7,4.02,,V K ARAKH,,NaN,,NaN
construction of 10 court rooms court building sablgarh,village poonchri tentra road,MP4170006,MP,417,sablgarh,CMP,True,0101000020E6100000447529641D58534061360186E53D3A40,smpmorena,2024-02-22 18:01:10.345747,1651,100,,6,True,False,False,7513,,,7513,../photos/MP4170006_1708605070_p1.jpeg,0101000020E6100000ED97F49C19585340BB25DEA6E43D3A40,2024-02-22 18:00:00,../photos/MP4170006_1708605070_p2.jpeg,0101000020E6100000ED97F49C19585340BB25DEA6E43D3A40,2024-02-22 18:00:27,100,Work completed on 20-02-2024,2024-02-22 18:00:35,smpmorena,True,OK,mpmorena,2024-05-01 00:00:00,mpmorena,2024-05-01 14:04:55.942325,77.3765633,26.2417702,77.3765633,26.2417702,5.24,5.24,,MR V K ARAKH,,NaN,,NaN
CONSTRUCTION OF 1 NOS E 1 NOS F 2 NOS G 11 NOS H 5 NOS I TYPE AND 1 NOS COMMUNITY HALL BHILAI 3,SESSION COURT BHILAI 3,CG3780017,CG,378,DURG,CMP,True,0101000020E610000072F26CA08A5B5440740F64986E373540,scgdurg,2023-10-12 16:03:45.24519,1691,100,,17,False,True,False,6303,,,3039,../photos/CG3780017_1598337756_p1.jpeg,0101000020E6100000FB905CA38A5B54406E0A75A26E373540,2020-08-25 12:10:19,../photos/CG3780017_1598337756_p2.jpeg,0101000020E6100000FB905CA38A5B54406E0A75A26E373540,2020-08-25 12:10:34,10,E F G H I type quarter up-to plinth lvl,2020-08-25 12:11:46,scgdurg,True,Plinth level,cgdurg,2020-08-25 00:00:00,cgdurg,2020-08-25 13:24:40.143022,81.4303368,21.2165319,81.4303368,21.2165319,30.0,30.0,,,,NaN,,NaN
CONSTRUCTION OF 1 NOS E 1 NOS F 2 NOS G 11 NOS H 5 NOS I TYPE AND 1 NOS COMMUNITY HALL BHILAI 3,SESSION COURT BHILAI 3,CG3780017,CG,378,DURG,CMP,True,0101000020E610000072F26CA08A5B5440740F64986E373540,scgdurg,2023-10-12 16:03:45.24519,1691,100,,17,False,True,False,6303,,,6302,../photos/CG3780017_1697106522_p1.jpeg,0101000020E61000002EAFB7288E5B5440090154CC9C373540,2023-10-12 15:53:00,../photos/CG3780017_1697106522_p2.jpeg,0101000020E610000009151C5E905B5440DAC46E449C373540,2023-10-12 15:54:23,100,Work complete and handovered to court,2023-10-12 15:58:33,scgdurg,True,Work completed and hand overed to court,cgdurg,2023-10-12 00:00:00,cgdurg,2023-10-12 16:05:19.206782,81.4305517,21.2172363,81.4306865,21.2172282,4.76,4.74,,,,NaN,,NaN
CONSTRUCTION OF 1 NOS E 1 NOS F 2 NOS G 11 NOS H 5 NOS I TYPE AND 1 NOS COMMUNITY HALL BHILAI 3,SESSION COURT BHILAI 3,CG3780017,CG,378,DURG,CMP,True,0101000020E610000072F26CA08A5B5440740F64986E373540,scgdurg,2023-10-12 16:03:45.24519,1691,100,,17,False,True,False,6303,,,6303,../photos/CG3780017_1697106825_p1.jpeg,0101000020E61000002A5A14D18A5B54407C24CA8399373540,2023-10-12 16:01:28,../photos/CG3780017_1697106825_p2.jpeg,0101000020E61000004285D9BA8A5B5440CF22258799373540,2023-10-12 16:01:45,100,Work completed and hand overed to court,2023-10-12 16:01:52,scgdurg,True,Work complete and hand overed to court,cgdurg,2023-10-12 00:00:00,cgdurg,2023-10-12 16:06:37.136645,81.4303477,21.2171862,81.4303424,21.2171864,4.74,4.74,,,,NaN,,NaN
Construction of 1 no. D and 1 NO. E and 2 Nos. F  type residential Quarters at Sirmour,,RUmpREW198,MP,424,,CMP,True,0101000020E61000005C93C904D7565440911CFA38E4D63840,smprewa,2020-06-26 16:50:59.674666,223,100,RUmpREW198,7,False,True,False,2415,,,2415,../photos/RUmpREW198_1593170459_p1.jpeg,0101000020E6100000A8D37080CF5654400839EFFFE3D63840,2020-06-26 16:41:57,../photos/RUmpREW198_1593170459_p2.jpeg,0101000020E610000067463F1ACE56544001CC6BDBE6D63840,2020-06-26 16:43:11,100,Handed over,2020-06-26 16:50:34,smprewa,True,Completed,mprewa,2021-09-17 00:00:00,mprewa,2021-09-17 16:14:15.043166,81.3564149,24.8394165,81.3563295,24.8394601,27.18,12.86,,APD Rewa,,NaN,,NaN
Construction of 1 no. D and 1 NO. E type residential Quarters at Mauganj,,RUmpREW199,MP,424,,CMP,True,0101000020E61000004CEEC1B5A47854404AF6BEA728AB3840,smprewa,2021-07-02 13:24:02.206439,224,100,RUmpREW199,8,False,True,False,4600,,,4599,../photos/RUmpREW199_1625212371_p1.jpeg,0101000020E6100000C93A1C5DA57854404A27124C35AB3840,2021-07-02 13:22:27,../photos/RUmpREW199_1625212371_p2.jpeg,0101000020E6100000B79BE09BA678544037548CF337AB3840,2021-07-02 13:22:43,100,Complete  work,2021-07-02 13:22:48,smprewa,True,Completed,mprewa,2021-09-17 00:00:00,mprewa,2021-09-17 16:14:25.131791,81.885093,24.668782,81.885169,24.6688225,6.78,4.0,,Rewa,,NaN,,NaN
Construction of 1 no. E and F type residential Quarters at Sirmour,,RUmpREW196,MP,424,,CMP,True,0101000020E6100000424F14322163544014D044D8F0A83840,smprewa,2021-07-02 14:24:25.269878,220,100,RUmpREW196,5,False,True,False,4603,,,4572,../photos/RUmpREW196_1624271057_p1.jpeg,0101000020E61000008F7DDAF2DB565440EB92CC45D7D63840,2021-06-21 15:53:44,../photos/RUmpREW196_1624271057_p2.jpeg,0101000020E6100000B3AFE18EDC565440384481E3D7D63840,2021-06-21 15:54:05,90,Quarter are in judges possession bandung over in process,2021-06-21 15:54:14,smprewa,True,YES,mprewa,2023-12-15 00:00:00,mprewa,2023-12-15 11:17:45.057697,81.3571746,24.8392223,81.3572118,24.8392317,3.9,6.43,,J S BAGHEL,,NaN,,NaN
Construction of 1 no. E and F type residential Quarters at Sirmour,,RUmpREW196,MP,424,,CMP,True,0101000020E6100000424F14322163544014D044D8F0A83840,smprewa,2021-07-02 14:24:25.269878,220,100,RUmpREW196,5,False,True,False,4603,,,4603,../photos/RUmpREW196_1625216065_p1.jpeg,0101000020E6100000C6B0790BDA565440E4B5B700D9D63840,2021-07-02 14:22:36,../photos/RUmpREW196_1625216065_p2.jpeg,0101000020E6100000A69FCB2FDE5654404F24F323D9D63840,2021-07-02 14:24:11,100,Quarters are in Hon  Judges possession Handing over awaited,2021-07-02 14:24:21,smprewa,True,Completed,mprewa,2021-09-17 00:00:00,mprewa,2021-09-17 16:13:46.977469,81.3570584,24.8392487,81.3573112,24.8392508,3.9,9.65,,APD Rewa,,NaN,,NaN
PROVIDING RENOVATION OF ELECTRIFICATION WORK IN CIVIL COURT MUNGELI,CIVIL COURT MUNGELI,CG6470001,CG,647,MUNGELI,CMP,True,0101000020E610000011B8BFC4696D5440A3A76D686F133640,scgmungel,2020-08-26 12:31:55.504655,1731,100,,1,False,False,True,3085,,,3085,../photos/CG6470001_1598425315_p1.jpeg,0101000020E610000011B8BFC4696D5440A3A76D686F133640,2020-08-26 12:30:33,../photos/CG6470001_1598425315_p2.jpeg,0101000020E610000011B8BFC4696D5440A3A76D686F133640,2020-08-26 12:31:03,100,Electrical work completed,2020-08-26 12:31:32,scgmungel,True,okay accepted,cgmungel,2020-09-17 00:00:00,cgmungel,2020-09-17 12:45:52.359208,81.7095806,22.0759187,81.7095806,22.0759187,24.9,24.9,,P N Sai,,NaN,,NaN
14courtroom,,CHupBAL770,UP,126,,CMP,True,0101000020E61000008674780863095540BBBABE6AC0C13940,supballia,2023-12-14 12:38:34.350636,272,100,CHupBAL770,1,True,False,False,6897,,,6897,../photos/CHupBAL770_1702537714_p1.jpeg,0101000020E61000008674780863095540BBBABE6AC0C13940,2023-12-14 12:37:16,../photos/CHupBAL770_1702537714_p2.jpeg,0101000020E61000004485EAE662095540BBA35A9FCDC13940,2023-12-14 12:37:39,100,Project handover,2023-12-14 12:37:41,supballia,False,,,,supballia,2023-12-14 12:38:34.350636,84.1466695,25.7568423,84.1466615,25.7570438,36.16,25.51,,,,NaN,,NaN
Construction of Residential Quarter for Nyayadhikari Gram Nyayalaya Neemrana (Type II),Gram Nyayalaya Neemrana,RJ870004,RJ,87,Neemrana,CMP,True,0101000020E6100000A34FF5752A195340EDAC2704BCFC3B40,srjalwar,2020-06-12 09:20:54.57,1422,100,,4,False,True,False,2214,,,2211,../photos/RJ870004_1591933700_p1.jpeg,0101000020E61000004F3459ED2B19534071636996BAFC3B40,2020-06-12 09:16:43,../photos/RJ870004_1591933700_p2.jpeg,0101000020E61000002BCE07BA2C19534030A8250CB9FC3B40,2020-06-12 09:17:30,100,Right side,2020-06-12 09:18:17,srjalwar,False,,,,srjalwar,2020-06-12 09:18:20.374574,76.3933061,27.9872221,76.3933549,27.9871986,24.0,21.72,,,,NaN,,NaN
40resident,,RUupGOR637,UP,148,,UC,True,0101000020E6100000B286E695C6D75440EAD8F79793BE3A40,supgorakh,2020-07-06 15:24:53.279809,277,90,RUupGOR637,2,False,True,False,2548,,,2547,../photos/RUupGOR637_1594029286_p1.jpeg,0101000020E610000005C1E3DBBBD754400990FC1C7ABE3A40,2020-07-06 15:04:29,../photos/RUupGOR637_1594029286_p2.jpeg,0101000020E610000084F1D3B8B7D754409CE1067C7EBE3A40,2020-07-06 15:04:52,90,Judicial awas,2020-07-06 15:05:17,supgorakh,False,,,,supgorakh,2020-07-06 15:24:46.680855,83.370841,26.7440508,83.3705885,26.7441175,29.47,32.29,,,,NaN,,NaN
Repair and renovation work of judicial officers residences at Circuit House Meerut,circuit house,UP1690002,UP,169,,CMP,True,0101000020E6100000DD860783216E53400B6B195F6AFC3C40,supmeerut,2022-07-06 09:40:50.303197,1776,100,,2,False,True,True,5355,,,3502,../photos/UP1690002_1603868177_p1.jpeg,0101000020E6100000419FC893246E5340F442F0AE69FC3C40,2020-10-20 11:57:47,../photos/UP1690002_1603868177_p2.jpeg,0101000020E6100000EDFC91D8246E5340BE71AD516AFC3C40,2020-10-20 11:59:13,90,Circuit house meerut,2020-10-20 11:59:14,supmeerut,False,,,,supmeerut,2020-10-28 12:26:17.962828,77.7209825,28.9859876,77.7209989,28.9859973,24.9,22.5,,,,NaN,,NaN
